source,page,year_of_occurrence,village_in_source,village,latitude,longitude,spontaneous/ formullaic,mari,translation_Russian,translation_German,translation_Latin,mari_marker,copula / retrospective marker,use,modal / non-modal,complement,semantics,modality type (vAP),modality type (descriptive categories),negation,question (true question),overt subject (who needs/ has to/ can),case of overt subject (who needs/ has to/ can),animacy,counted in corpus,counted in subcorpus,(im)personality
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"vot mə̈n' tumajal'ə̑ m x'im'ij в общем - то , jesl'i tumajaš , školə̑štə̑š učebn'ikvläm anžə̑mə̑ godə̑m , tə̈štə̈ nasosvlä rovotajat , raznə̑j v'eš'ə̈stvavlä škeok jogat , nasosvlä käčäjät - tol'kə̑ anžə̑mə̑la vele sirə̈mə̈lä vele .","Вот я подумал, химия, в общем-то, если подумать, когда рассматриваешь школьные учебники, там насосы работают, разные
вещества сами текут, насосы качают - только смотреть надо, только записывать надо.",NA,NA,mə̑la,,predicate,modal,V,necessity,external,,0,no,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,kə̑škə̑ gə̑sudarstvə̑ kolta - tə̈štə̈ rovotajə̑mə̑la kok i .,Куда направит государство - там надо работать 2 года.,NA,NA,mə̑la,,predicate,modal,V,necessity,deontic,institution,0,no,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"i tə̈redmə̈lä ə̑lə̑n nə̑rə̑štə̑ ... sarla dono tə̈redmə̈lä ə̑l'ə̑ šurnə̑m i atə̑lə̑m kodə̑mə̑la , tə̈ atə̑lə̑m , salat ə̑l'ə̑ , tə̈ atə̑lə̑m pukšat vol'ə̑klan .","И надо было в поле жать хлеб серпом, оставалась стерня, ту стерню косили и скармливали скотине.",NA,NA,mə̑la,,predicate,modal,V,necessity,external,external,0,no,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"i tə̈redmə̈lä ə̑lə̑n nə̑rə̑štə̑ ... sarla dono tə̈redmə̈lä ə̑l'ə̑ šurnə̑m i atə̑lə̑m kodə̑mə̑la , tə̈ atə̑lə̑m , salat ə̑l'ə̑ , tə̈ atə̑lə̑m pukšat vol'ə̑klan .","И надо было в поле жать хлеб серпом, оставалась стерня, ту стерню косили и скармливали скотине.",NA,NA,mə̑la,,predicate,modal,V,necessity,external,external,0,no,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"i tə̈redmə̈lä ə̑lə̑n nə̑rə̑štə̑ ... sarla dono tə̈redmə̈lä ə̑l'ə̑ šurnə̑m i atə̑lə̑m kodə̑mə̑la , tə̈ atə̑lə̑m , salat ə̑l'ə̑ , tə̈ atə̑lə̑m pukšat vol'ə̑klan .","И надо было в поле жать хлеб серпом, оставалась стерня, ту стерню косили и скармливали скотине.",NA,NA,mə̑la,,predicate,modal,V,necessity,external,external,0,no,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,""" jə̈leräk "", - manam , - "" koltaš keleš luat mažə̑ tə̈štäken судебный при ... m'irovoj sud'ja donə̑ ma ulə̑ vet , siren šə̈ndə̈mə̈ , siren luat nə̈lə̈mšə̈ janvar' jakte [ нрзб ] koltaš keleš ... sirmäšə̈m , jesl'i ada jarə̑ktə̑ gə̈n'ə̈ , malə̑n tə̈xen' , malə̑n tə̈xen'ə̈ tämdän ulə̑ tülə̈šäšlə̑kdam ","""Быстрее"", - говорю, - ""послать надо, у мирового судьи написано ведь, что до 14 января послать надо письмо, если вам не
нравится задолженность по оплате"".",NA,NA,keläš,,predicate,modal,V,necessity,deontic,deontic,0,no,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"šarpanə̑m tə̈rläš , piš , piš mastarə̑n tə̈rläš keleš .","Вышивать шарпан, очень мастерски надо вышивать.",NA,NA,keläš,,predicate,modal,V,necessity,external,external,0,no,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,imn'ižə̈m pukšaš kelešät .,Коня кормить надо.,NA,NA,keläš,,predicate,modal,V,necessity,external,external,0,no,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,aktə̑m siräs keleš manə̑nə̑t .,"акт написать надо, сказали",NA,NA,keläš,,predicate,modal,V,necessity,deontic,deontic,0,no,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,rušla siräš keleš i siräš tə̈ngäleš .,"По-русски писать надо, и писать начинает.",NA,NA,keläš,,predicate,modal,V,necessity,deontic,deontic,0,no,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"tene kə̑mlə̑ jadmaš ə̑lə̑n , dä každə̑j jadmašlan eče otv'etšə̈m ajə̑rə̑mə̑la .","В этом году было тридцать вопросов, и на каждый вопрос еще надо выбрать ответ.",NA,NA,mə̑la,,predicate,modal,V,necessity,deontic,institution,0,no,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"otv'etvläžə̈m uže pumə̑ , pumə̑ otv'etvlä gə̈cə̈n töržə̈m ajə̑raš keleš .","Ответы уже даны, из данных ответов надо выбрать правильный.",NA,NA,keläš,,predicate,modal,V,necessity,deontic,deontic,0,no,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"jal gran'icäškə̈ , cikə̈škə̈ tə̈knə̈šäšlə̑k agə̑l .",Ногой границу – цик – задевать нельзя.,NA,NA,šašlə̑k,,predicate,modal,V,necessity,deontic,deontic (game rules),1,no,yes,nom,inan,present-day,games,personal
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"kel ... keleš kačka ... kačkaš kečə̈ ... keč ... kečə̈ mə̑čkə̑ nə̈l gänä il'i və̈c gänä , no ik gänä kačmaštə̑ keleš kə̑m šüdə̈ gramə̑m vele , šukə̑m kačkaš ak kel , kə̑m šüdə̈ gramə̑m vele kačkaš keleš .","Надо есть в день 4-5 раз, но за один прием пищи надо только 300 г, много есть нельзя, 300 г только надо съедать.",NA,NA,keläš,,predicate,modal,V,necessity,deontic,health,0,no,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"kel ... keleš kačka ... kačkaš kečə̈ ... keč ... kečə̈ mə̑čkə̑ nə̈l gänä il'i və̈c gänä , no ik gänä kačmaštə̑ keleš kə̑m šüdə̈ gramə̑m vele , šukə̑m kačkaš ak kel , kə̑m šüdə̈ gramə̑m vele kačkaš keleš .","Надо есть в день 4-5 раз, но за один прием пищи надо только 300 г, много есть нельзя, 300 г только надо съедать.",NA,NA,keläš,,predicate,modal,V,necessity,deontic,health,0,no,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"kel ... keleš kačka ... kačkaš kečə̈ ... keč ... kečə̈ mə̑čkə̑ nə̈l gänä il'i və̈c gänä , no ik gänä kačmaštə̑ keleš kə̑m šüdə̈ gramə̑m vele , šukə̑m kačkaš ak kel , kə̑m šüdə̈ gramə̑m vele kačkaš keleš .","Надо есть в день 4-5 раз, но за один прием пищи надо только 300 г, много есть нельзя, 300 г только надо съедать.",NA,NA,keläš,,predicate,modal,V,necessity,deontic,health,1,no,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"kel ... keleš kačka ... kačkaš kečə̈ ... keč ... kečə̈ mə̑čkə̑ nə̈l gänä il'i və̈c gänä , no ik gänä kačmaštə̑ keleš kə̑m šüdə̈ gramə̑m vele , šukə̑m kačkaš ak kel , kə̑m šüdə̈ gramə̑m vele kačkaš keleš .","Надо есть в день 4-5 раз, но за один прием пищи надо только 300 г, много есть нельзя, 300 г только надо съедать.",NA,NA,keläš,,predicate,modal,V,necessity,deontic,health,0,no,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,tə̈lec gač utə̑m kačkaš ak … ak kel .,Сверх этого лишнее нельзя есть.,NA,NA,keläš,,predicate,modal,V,necessity,deontic,health,1,no,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,pren'äetšə̈ dono šalə̑m ə̈štenə̈ t tištə̈ və̈də̈štə̈ dä tišäken koltenə̈t tamavläm värə̈ktə̈lmə̈lä doko .,"Из бревен здесь, в воде, делали плоты и там пускали.",NA,NA,mə̑la,,predicate,modal,V,?,?,,0,no,no,no,hum,not counted,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"nu , r'eceptšə̈m cilän kon'ešno pälät , kə̑ce ə̈štə̈mə̈lä tə̑və̑rtə̑š patkagə̑l'ə̑m . ","Ну, рецепт, конечно, все знают, как готовить вареники с творогом.",NA,NA,mə̑la,,predicate,modal,V,necessity,external,instruction (recipe),0,no (indir),no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,KVM : učit'el'n'icə̑žə̑m kə̑ce šagaltə̑mə̑la ?.,Учительницу как поставить?,NA,NA,mə̑la,,predicate,modal,V,necessity,deontic,experiment (ref_com),0,yes,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,KVM : öpät' kerə̈l koltə̑mə̑la ma ?.,Опять засунуть что ли?,NA,NA,mə̑la,,predicate,modal,V,necessity,deontic,experiment (ref_com),0,yes,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"marlažə̑ am pälə̈ , kə̑ce tə̈də̈m manmə̑la ","По-марийски не знаю, как это сказать.",NA,NA,mə̑la,,predicate,modal,V,necessity,external,,0,no (indir),no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"Так , eče mam šajə̑št pumə̑la ?","Так, еще что рассказать?",NA,NA,mə̑la,,predicate,modal,V,necessity,deontic,what_tell,0,yes,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"KVM : t'et' ... äzä , kə̑ce objasn'ajə̑mə̑lažə̑ ... .","Ребё... младенец, как объяснить-то…",NA,NA,mə̑la,,predicate,modal,V,necessity,external,what_tell,0,yes,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"olma ak koeštält , eče kə̑ce vot objasn'ajen pumə̑la ə̈n'e tə̈länet < KVK : olma >, eče ma texen' lin kerdeš .","Про яблоко так нельзя [букв.: яблоко не волнуется], еще как вот, как тебе еще объяснить, что еще может быть такое.",NA,NA,mə̑la,,predicate,modal,V,necessity,external,what_tell,0,yes,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"KVM : tak , kə̑ce eče marla šamakšə̑m kelesə̈mə̈lä ?","Так, как еще сказать это слово по-марийски?",NA,NA,mə̑la,,predicate,modal,V,necessity,external,,0,yes,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,cə̈zə̈m pukšə̑mə̑la .,Грудь дать.,NA,NA,mə̑la,,predicate,modal,V,necessity,external,shlyapa,0,no,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,kidə̈š nälmə̈lä .,Взять на руки.,NA,NA,mə̑la,,predicate,modal,V,necessity,external,shlyapa,0,no,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"kə̑celän madmə̑la , objasn'ajə̑mə̑la väl .","Как играть, объяснить.",NA,NA,mə̑la,,predicate,modal,V,necessity,deontic,game rules,0,no (indir),no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"kə̑celän madmə̑la , objasn'ajə̑mə̑la väl .","Как играть, объяснить.",NA,NA,mə̑la,,predicate,modal,V,necessity,external,,0,no,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"mä šə̈lmə̈lä , štob ə̈nžə̈štə̈ kə̑čep ","Нам убегать, чтобы не поймали.",NA,NA,mə̑la,,predicate,modal,V,necessity,external,,0,no,yes,nom,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"Овощей - то да , cilä ... cilä jiš pičə̈ xädə̈rə̈m šə̈ndäš cacə̑mə̑la , rok ... .","Овощей-то да, приходится стараться сажать всякие вещи.",NA,NA,mə̑la,,predicate,modal,V,necessity,external,,0,no,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,Так ... eče mam šajə̑št pumə̑la ? ,Так... еще что рассказать?,NA,NA,mə̑la,,predicate,modal,V,necessity,deontic,what_tell,0,yes,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,""" oj kə̑nstant'in petə̈r , - maneš , - mə̈n'ə̈n pü piš kogon karšta , mam ə̈štə̈mə̈lä "" - maneš .","""Ой, Петр Константинович, -- говорит, -- у меня зуб очень болит, что же делать?"" -- говорит.",NA,NA,mə̑la,,predicate,modal,V,necessity,external,external,0,yes,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"irgodə̑mat lieš vilovat školə̑štə̑ kurs , kə̑škə̑ tolə̑t obrazovan'i inst'itutə̑n sotrudn'ikvläžə̈ , tə̑mdə̑šə̑vlä , pr'epodavat'el'vlä , dä mämnän - kə̑rə̑ksirə̈štə̈ tə̑mdə̑šə̑vläm - päldäräš tə̈ngälə̈t kə̑celä ekzam'envläeš t'et'ävläm jämdə̈lə̈mə̈lä dä prov'eročnə̑j päšävläeš .","Завтра тоже в Виловатовской школе будет курс, куда приедут сотрудники института образования, учителя, преподаватели, и
нас - учителей горномарийского района - будут знакомить с тем, как готовить детей к экзаменам и проверочным работам.",NA,NA,mə̑la,,predicate,modal,V,necessity,deontic,institution,0,no (indir),no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"cilän tə̈də̈län d'iktujat , mam sirə̈mə̈lä .","Все ему диктуют, что писать.",NA,NA,mə̑la,,predicate,modal,V,necessity,external,,0,no (indir),no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,šə̈cmə̈lä dä pidə̈mə̈lä vele .,"[На станке все нити, все есть]. Садись и вяжи только.",NA,NA,mə̑la,,predicate,modal,V,possibility,external,potential,0,no,no,no,hum,not counted,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,šə̈cmə̈lä dä pidə̈mə̈lä vele .,"[На станке все нити, все есть]. Садись и вяжи только.",NA,NA,mə̑la,,predicate,modal,V,possibility,external,potential,0,no,no,no,hum,not counted,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"p'atačok maneš : "" a ə̈nde mam ə̈štə̈mə̈lä","Пятачок говорит: ""А теперь что делать?"".",NA,NA,mə̑la,,predicate,modal,V,necessity,deontic,,0,yes,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"vot teve tidə̈m äšə̈ndärem , jesl'i at šo gə̈n'ə̈ vara ma limlä ə̑l'ə̑ , no tə̈štäken eče tägü vod'aš'ij ə̑lə̑n .","Вот это помню, если не успеешь, потом что будет, там еще кто-нибудь был водяшим.",NA,NA,mə̑la,,predicate,modal,V,possibility,external,potential,0,no (indir),yes,nom,inan,not counted,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,kütə̈m üm äl' jitə̈nüm iziš pištälälmə̈lä .,Сливочное масло или подсолнечное масло немного добавить.,NA,NA,mə̑la,,predicate,modal,V,necessity,external,instruction (recipe),0,no,no,no,hum,present-day,recipes,impersonal
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,nüštə̈l šə̈ndə̈mə̈lä kagə̑l' gan'ok pingə̈d ... kogon pingə̈də̈ ə̈nžə̈ li .,"Замесить тесто как для пирога, чтобы тесто не очень твердым было.",NA,NA,mə̑la,,predicate,modal,V,necessity,external,instruction (recipe),0,no,no,no,hum,present-day,recipes,impersonal
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"dä jitə̈r dono tə̈də̈m ... mam ə̈štə̈mə̈lä ... ммм господи ... раскатать тесто , не могу вспомнить слово ... jitə̈r dono ... a pə̈täri anaš keleš .",Да скалкой его... что делаем... <раскатываем> скалкой... сначала руками подготовить.,NA,NA,mə̑la,,predicate,modal,V,necessity,external,instruction (recipe),0,no (yes?),no,no,hum,present-day,recipes,impersonal
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"duxofkə̑m jörtə̈mə̈kə̈ i eče iziš šə̈nzə̈ktälmə̈lä , pə̑škə̑demžə̈ .","После того как выключили духовку, еще некоторое время пусть постоит там, чтобы пышным стал.",NA,NA,mə̑la,,predicate,modal,V,necessity,external,instruction (recipe),0,no,no,no,hum,present-day,recipes,impersonal
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"mam ə̈štə̈mə̈lä , am ... mə̈škə̈r karšta .","Что делать, не... живот болит.",NA,NA,mə̑la,,predicate,modal,V,necessity,external,question to self,0,yes,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"vrač ken kolten kursə̑š tə̑men'äš , mam ə̈štə̈mə̈lä ?","Врач уехал на курсы учиться, что делать?",NA,NA,mə̑la,,predicate,modal,V,necessity,external,question to self,0,yes,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,mam ə̈štə̈mə̈lä ?,Что делать?,NA,NA,mə̑la,,predicate,modal,V,necessity,external,question to self,0,yes,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"tol'ə̑m tokə̑na ə̈nde , mam ə̈štə̈mə̈lä ?","Приехал домой теперь, что делать?",NA,NA,mə̑la,,predicate,modal,V,necessity,external,question to self,0,yes,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"tengelän ertə̈š vara , man'arkə̑ ə̈lə̈šə̈m , piš kogon jažon ə̈lə̈šə̈m , mə̈škə̈r ak karštə̑ , n'imat ak karštə̑ , kačkam , značit , šotan kačkam , i ti veremän vara ə̑ngə̑lə̑šə̑m, internetə̈štə̈ anžen šə̈nzə̈šə̈m , cilä mavläm kə̑celän tör kačmə̑la .","Вот так прошло, сколько жил, очень хорошо жил, живот не болит, ничего не болит, ем, значит, нормально ем, и в это время я понял, в интернете сидел смотрел, всё о том, как правильно питаться.",NA,NA,mə̑la,,predicate,modal,V,necessity,external,health,0,no (indir),no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"mam ə̈štə̈mə̈lä , mam ə̈štə̈mə̈lä , mə̈škə̈r karšta - karšta - karšta , mam cilä jiš texen' jönə̈m kə̈čälə̈näm , kə̈čälə̈näm , internetə̈štə̈ anžə̑šə̑m , ulə̑t ... nu m ... t'ib'eck'ij g'imnast'ikə̈ , uže at pälə̈ , mam ə̈štäš .","Что делать, что делать, живот болит-болит-болит, что-то все возможные выходы искал, искал, в интернете посмотрел, есть тибетская гимнастика, уже не знаешь, что делать.",NA,NA,mə̑la,,predicate,modal,V,necessity,external,question to self,0,yes,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"mam ə̈štə̈mə̈lä , mam ə̈štə̈mə̈lä , mə̈škə̈r karšta - karšta - karšta , mam cilä jiš texen' jönə̈m kə̈čälə̈näm , kə̈čälə̈näm , internetə̈štə̈ anžə̑šə̑m , ulə̑t ... nu m ... t'ib'eck'ij g'imnast'ikə̈ , uže at pälə̈ , mam ə̈štäš .","Что делать, что делать, живот болит-болит-болит, что-то все возможные выходы искал, искал, в интернете посмотрел, есть тибетская гимнастика, уже не знаешь, что делать.",NA,NA,mə̑la,,predicate,modal,V,necessity,external,question to self,0,yes,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,eče mam šajə̑štmə̑la .,Еще что сказать.,NA,NA,mə̑la,,predicate,modal,V,necessity,external,question to self,0,yes,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,ZVF : [ нрзб ] ečežə̈ mam šajə̑štmə̑la bol'šə̑žə̑ ü ärn'ä godə̑mžə̑ ?,А еще что говорить больше про Масленичную неделю?,NA,NA,mə̑la,,predicate,modal,V,necessity,deontic,,0,yes,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"IGS : eče mam šajə̑štmə̑la , ečežə̈ ?",Еще что говорить?,NA,NA,mə̑la,,predicate,modal,V,necessity,deontic,,0,yes,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,kogečə̈ godə̑mžə̑ eče mam ə̈štə̈mə̈lä ?,Во время Пасхи еще что делается?,NA,NA,mə̑la,,predicate,modal,V,necessity,deontic,tradition,0,yes,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,tə̈redmə̈lä ängävläm pajə̑len puat edemvlälän .,Для жатвы выделили каждому участок.,NA,NA,mə̑la,,predicate,non-modal,V,goal,NA,NA,0,no,no,no,anim,not counted,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,eče mam šajə̑štmə̑la bol'šə̑žə̑ ,Еще что говорить больше?,NA,NA,mə̑la,,predicate,modal,V,necessity,deontic,,0,yes,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"sirə̈š tengeok vala , lem gə̈cə̈n ə̑də̑rə̑mə̑la tə̈ kolə̑m ə̑də̑rat sirə̈škə̈ .","На берег спускается, черпают, как черпая из супа, рыбу на берег.",NA,NA,mə̑la,,predicate,non-modal,V,cvb_comparison,NA,NA,0,no,no,no,anim,not counted,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,kə̑š kemə̈lä ?,Куда идти?,NA,NA,mə̑la,,predicate,modal,V,necessity,external,question to self,0,yes,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,iktə̈ vesə̈ gə̈c jadə̑štna : kə̑ce xalaškə̑žə̑ kemə̈lä ?,Спросили друг у друга: как добраться до города?,NA,NA,mə̑la,,predicate,modal,V,necessity,external,external,0,yes,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"šə̈nzenä - šə̈nzenä , kə̑ce vara kemə̈lä tokə̑na ?","Сидим-сидим, как ехать домой?",NA,NA,mə̑la,,predicate,modal,V,necessity,external,question to self,0,yes,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,kə̑š kemə̈lä ?,Куда идти?,NA,NA,mə̑la,,predicate,modal,V,necessity,external,question to self,0,yes,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"äptə̈rgen šə̈nzə̈nnä , n'igə̑ š pə̑ren keäš , mam ə̈štə̈mə̈lä ?","Заробели, некуда деться, что делать?",NA,NA,mə̑la,,predicate,modal,V,necessity,external,question to self,0,yes,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,kə̑š kemə̈lä ?,Куда деться?,NA,NA,mə̑la,,predicate,modal,V,necessity,external,question to self,0,yes,no,no,hum,present-day,,
